bucket,url,final_url,status,redirect_chain,title,canonical,canonical_self,robots_meta,is_noindex,og_url,og_url_matches_canonical,jsonld_blocks,has_product,has_breadcrumb,has_organization,has_itemlist,word_count,issues
sitemap,https://pzm.ae/product/prod-mo4qu34w-jwb3xz/,https://pzm.ae/product/prod-mo4qu34w-jwb3xz/,200,https://pzm.ae/product/prod-mo4qu34w-jwb3xz/ [200],Samsung Galaxy A17 4G 128GB / 4GB RAM Black | PZM Computers &amp; Phones,https://pzm.ae/product/prod-mo4qu34w-jwb3xz/,True,"index, follow",False,https://pzm.ae/product/prod-mo4qu34w-jwb3xz/,True,2,True,True,False,False,169,
sitemap,https://pzm.ae/product/prod-mo4qvkpv-4gm9fe/,https://pzm.ae/product/prod-mo4qvkpv-4gm9fe/,200,https://pzm.ae/product/prod-mo4qvkpv-4gm9fe/ [200],HP AiO i5 4th i5 4th / 8GB / 256GB White | PZM Computers &amp; Phones,https://pzm.ae/product/prod-mo4qvkpv-4gm9fe/,True,"index, follow",False,https://pzm.ae/product/prod-mo4qvkpv-4gm9fe/,True,2,True,True,False,False,181,
sitemap,https://pzm.ae/product/prod-mo4qvk9b-cslz95/,https://pzm.ae/product/prod-mo4qvk9b-cslz95/,200,https://pzm.ae/product/prod-mo4qvk9b-cslz95/ [200],Lenovo AiO i3 10th i3 10th / 8GB / 256GB White | PZM Computers &amp; Phones,https://pzm.ae/product/prod-mo4qvk9b-cslz95/,True,"index, follow",False,https://pzm.ae/product/prod-mo4qvk9b-cslz95/,True,2,True,True,False,False,181,
sitemap,https://pzm.ae/product/prod-mo4qv4nx-sdjkha/,https://pzm.ae/product/prod-mo4qv4nx-sdjkha/,200,https://pzm.ae/product/prod-mo4qv4nx-sdjkha/ [200],MacBook Air Intel i5 8GB / 128GB Silver | PZM Computers &amp; Phones,https://pzm.ae/product/prod-mo4qv4nx-sdjkha/,True,"index, follow",False,https://pzm.ae/product/prod-mo4qv4nx-sdjkha/,True,2,True,True,False,False,155,
sitemap,https://pzm.ae/product/prod-mo4quvj0-c77vpf/,https://pzm.ae/product/prod-mo4quvj0-c77vpf/,200,https://pzm.ae/product/prod-mo4quvj0-c77vpf/ [200],iPhone X 256GB White | PZM Computers &amp; Phones,https://pzm.ae/product/prod-mo4quvj0-c77vpf/,True,"index, follow",False,https://pzm.ae/product/prod-mo4quvj0-c77vpf/,True,2,True,True,False,False,137,
sitemap,https://pzm.ae/product/prod-mnnz7boc-pchv3y/,https://pzm.ae/product/prod-mnnz7boc-pchv3y/,200,https://pzm.ae/product/prod-mnnz7boc-pchv3y/ [200],Honor X8 6+2GB / 128GB Good Condition | PZM Computers &amp; Phones,https://pzm.ae/product/prod-mnnz7boc-pchv3y/,True,"index, follow",False,https://pzm.ae/product/prod-mnnz7boc-pchv3y/,True,2,True,True,False,False,192,
sitemap,https://pzm.ae/product/prod-mo4quwy7-w9ujnm/,https://pzm.ae/product/prod-mo4quwy7-w9ujnm/,200,https://pzm.ae/product/prod-mo4quwy7-w9ujnm/ [200],Samsung A36 8GB / 128GB Black | PZM Computers &amp; Phones,https://pzm.ae/product/prod-mo4quwy7-w9ujnm/,True,"index, follow",False,https://pzm.ae/product/prod-mo4quwy7-w9ujnm/,True,2,True,True,False,False,144,
sitemap,https://pzm.ae/product/prod-mnnz7c6q-ztw1ea/,https://pzm.ae/product/prod-mnnz7c6q-ztw1ea/,200,https://pzm.ae/product/prod-mnnz7c6q-ztw1ea/ [200],Honor X9C 12GB / 256GB Good Condition | PZM Computers &amp; Phones,https://pzm.ae/product/prod-mnnz7c6q-ztw1ea/,True,"index, follow",False,https://pzm.ae/product/prod-mnnz7c6q-ztw1ea/,True,2,True,True,False,False,192,
sitemap,https://pzm.ae/product/prod-mo4qvhlv-mqcmdi/,https://pzm.ae/product/prod-mo4qvhlv-mqcmdi/,200,https://pzm.ae/product/prod-mo4qvhlv-mqcmdi/ [200],Desktop i5 10th i5 10th / 8GB / SSD 256GB + HDD 1TB Black | PZM Computers &amp; Phones,https://pzm.ae/product/prod-mo4qvhlv-mqcmdi/,True,"index, follow",False,https://pzm.ae/product/prod-mo4qvhlv-mqcmdi/,True,2,True,True,False,False,205,
sitemap,https://pzm.ae/product/prod-mo4qv992-46faex/,https://pzm.ae/product/prod-mo4qv992-46faex/,200,https://pzm.ae/product/prod-mo4qv992-46faex/ [200],Microsoft Surface 3 4GB / 128GB Silver | PZM Computers &amp; Phones,https://pzm.ae/product/prod-mo4qv992-46faex/,True,"index, follow",False,https://pzm.ae/product/prod-mo4qv992-46faex/,True,2,True,True,False,False,147,
